Gurobi 9.1.2 (linux64) logging started Fri Mar  4 21:12:47 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44740 rows, 44740 columns and 550635 nonzeros
Model fingerprint: 0xb6ac0efd
Model has 461881 quadratic objective terms
Variable types: 44640 continuous, 100 integer (100 binary)
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+00, 2e+00]
Found heuristic solution: objective 24.0920649
Presolve removed 8441 rows and 8441 columns
Presolve time: 2.25s
Presolved: 36299 rows, 36299 columns, 509217 nonzeros
Presolved model has 372223 quadratic objective terms
Variable types: 36199 continuous, 100 integer (100 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    2912    2.4092065e+01   0.000000e+00   6.344054e+03      5s
Warning: Markowitz tolerance tightened to 0.125
Warning: Markowitz tolerance tightened to 0.5
     0     0    8.45909    0  100   12.39518    8.45909  31.8%     - 12180s
     0     0    8.45911    0  100   12.39518    8.45911  31.8%     - 12286s
     0     0    8.46318    0  100   12.39518    8.46318  31.7%     - 12352s
     0     0    8.46434    0  100   12.39518    8.46434  31.7%     - 12444s
     0     0    8.46439    0  100   12.39518    8.46439  31.7%     - 12538s
     0     0    8.47361    0  100   12.39518    8.47361  31.6%     - 12617s
     0     0    8.47366    0  100   12.39518    8.47366  31.6%     - 12734s
     0     0    8.48313    0  100   12.39518    8.48313  31.6%     - 12852s
     0     0    8.48336    0  100   12.39518    8.48336  31.6%     - 12967s
     0     0    8.49641    0  100   12.39518    8.49641  31.5%     - 13061s
     0     0    8.49673    0  100   12.39518    8.49673  31.5%     - 13174s
     0     0    8.49674    0  100   12.39518    8.49674  31.5%     - 13269s
     0     0    8.51375    0  100   12.39518    8.51375  31.3%     - 13363s
     0     0    8.51879    0  100   12.39518    8.51879  31.3%     - 13460s
     0     0    8.51915    0  100   12.39518    8.51915  31.3%     - 13575s
     0     0    8.53269    0  100   12.39518    8.53269  31.2%     - 13638s
     0     0    8.53362    0  100   12.39518    8.53362  31.2%     - 13755s
     0     0    8.53370    0  100   12.39518    8.53370  31.2%     - 13885s
     0     0    8.54626    0  100   12.39518    8.54626  31.1%     - 13949s
     0     0    8.55032    0  100   12.39518    8.55032  31.0%     - 14065s
     0     0    8.56192    0  100   12.39518    8.56192  30.9%     - 14174s
     0     0    8.56402    0  100   12.39518    8.56402  30.9%     - 14321s
     0     0    8.56406    0  100   12.39518    8.56406  30.9%     - 14421s
     0     0    8.56980    0  100   12.39518    8.56980  30.9%     - 14487s
     0     0    8.56983    0  100   12.39518    8.56983  30.9%     - 14632s
     0     0    8.57433    0  100   12.39518    8.57433  30.8%     - 14698s
     0     0    8.57448    0  100   12.39518    8.57448  30.8%     - 14866s
     0     0    8.57451    0  100   12.39518    8.57451  30.8%     - 15003s
     0     0    8.57960    0  100   12.39518    8.57960  30.8%     - 15111s
     0     0    8.57969    0  100   12.39518    8.57969  30.8%     - 15232s
     0     0    8.58346    0  100   12.39518    8.58346  30.8%     - 15303s
